condition,seed_id,repeat_index,lambda1_mean,lambda1_std,lambda1_cv,layerwise_variance_mean,profile_slope_mean,n_tangent_seeds,n_valid,nan_count,renorm_cadence,model_id,compute_time_s
HETERO_ROT,planning_1,4,0.08190583,0.00224595,0.027421,0.1186731,-0.01249707,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.08
HETERO_ROT,planning_2,0,0.10000208,0.00267085,0.026708,0.12930932,-0.01583416,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.16
HETERO_ROT,planning_2,1,0.10000208,0.00267085,0.026708,0.12930932,-0.01583416,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.14
HETERO_ROT,planning_2,2,0.10000208,0.00267085,0.026708,0.12930932,-0.01583416,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.1
HETERO_ROT,planning_2,3,0.10000208,0.00267085,0.026708,0.12930932,-0.01583416,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.22
HETERO_ROT,planning_2,4,0.10000208,0.00267085,0.026708,0.12930932,-0.01583416,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.18
HETERO_ROT,planning_3,0,0.08786475,0.00403209,0.04589,0.12254695,-0.01213524,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.11
HETERO_ROT,planning_3,1,0.08786475,0.00403209,0.04589,0.12254695,-0.01213524,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.17
HETERO_ROT,planning_3,2,0.08786475,0.00403209,0.04589,0.12254695,-0.01213524,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.17
HETERO_ROT,planning_3,3,0.08786475,0.00403209,0.04589,0.12254695,-0.01213524,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.1
HETERO_ROT,planning_3,4,0.08786475,0.00403209,0.04589,0.12254695,-0.01213524,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.14
HETERO_ROT,planning_4,0,0.08041252,0.00282244,0.035099,0.10999066,-0.01031175,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.06
HETERO_ROT,planning_4,1,0.08041252,0.00282244,0.035099,0.10999066,-0.01031175,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.09
HETERO_ROT,planning_4,2,0.08041252,0.00282244,0.035099,0.10999066,-0.01031175,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.14
HETERO_ROT,planning_4,3,0.08041252,0.00282244,0.035099,0.10999066,-0.01031175,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.08
HETERO_ROT,planning_4,4,0.08041252,0.00282244,0.035099,0.10999066,-0.01031175,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.08
HETERO_ROT,planning_5,0,0.08198692,0.00424928,0.051829,0.10836591,-0.01155213,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.11
HETERO_ROT,planning_5,1,0.08198692,0.00424928,0.051829,0.10836591,-0.01155213,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.16
HETERO_ROT,planning_5,2,0.08198692,0.00424928,0.051829,0.10836591,-0.01155213,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.13
HETERO_ROT,planning_5,3,0.08198692,0.00424928,0.051829,0.10836591,-0.01155213,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.18
HETERO_ROT,planning_5,4,0.08198692,0.00424928,0.051829,0.10836591,-0.01155213,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.46
HOMO_A,argumentative_0,0,0.09469716,0.00223771,0.02363,0.12309501,-0.01417243,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.11
HOMO_A,argumentative_0,1,0.09469716,0.00223771,0.02363,0.12309501,-0.01417243,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.16
HOMO_A,argumentative_0,2,0.09469716,0.00223771,0.02363,0.12309501,-0.01417243,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.13
HOMO_A,argumentative_0,3,0.09469716,0.00223771,0.02363,0.12309501,-0.01417243,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.09
HOMO_A,argumentative_0,4,0.09469716,0.00223771,0.02363,0.12309501,-0.01417243,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.12
HOMO_A,argumentative_1,0,0.08513631,0.00305938,0.035935,0.1098823,-0.01206225,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.16
HOMO_A,argumentative_1,1,0.08513631,0.00305938,0.035935,0.1098823,-0.01206225,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.14
HOMO_A,argumentative_1,2,0.08513631,0.00305938,0.035935,0.1098823,-0.01206225,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.31
HOMO_A,argumentative_1,3,0.08513631,0.00305938,0.035935,0.1098823,-0.01206225,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.2
HOMO_A,argumentative_1,4,0.08513631,0.00305938,0.035935,0.1098823,-0.01206225,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.18
HOMO_A,argumentative_2,0,0.10072373,0.0049195,0.048842,0.11078346,-0.01305967,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.17
HOMO_A,argumentative_2,1,0.10072373,0.0049195,0.048842,0.11078346,-0.01305967,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.15
HOMO_A,argumentative_2,2,0.10072373,0.0049195,0.048842,0.11078346,-0.01305967,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.18
HOMO_A,argumentative_2,3,0.10072373,0.0049195,0.048842,0.11078346,-0.01305967,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.44
HOMO_A,argumentative_2,4,0.10072373,0.0049195,0.048842,0.11078346,-0.01305967,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.44
HOMO_A,argumentative_3,0,0.09724252,0.00600191,0.061721,0.12077159,-0.01364009,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.22
HOMO_A,argumentative_3,1,0.09724252,0.00600191,0.061721,0.12077159,-0.01364009,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.51
HOMO_A,argumentative_3,2,0.09724252,0.00600191,0.061721,0.12077159,-0.01364009,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.2
HOMO_A,argumentative_3,3,0.09724252,0.00600191,0.061721,0.12077159,-0.01364009,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.27
HOMO_A,argumentative_3,4,0.09724252,0.00600191,0.061721,0.12077159,-0.01364009,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.19
HOMO_A,argumentative_4,0,0.0830504,0.00292491,0.035218,0.11409412,-0.01192573,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.23
HOMO_A,argumentative_4,1,0.0830504,0.00292491,0.035218,0.11409412,-0.01192573,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.21
HOMO_A,argumentative_4,2,0.0830504,0.00292491,0.035218,0.11409412,-0.01192573,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.3
HOMO_A,argumentative_4,3,0.0830504,0.00292491,0.035218,0.11409412,-0.01192573,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.25
HOMO_A,argumentative_4,4,0.0830504,0.00292491,0.035218,0.11409412,-0.01192573,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.14
HOMO_A,argumentative_5,0,0.09955737,0.00412493,0.041433,0.11747972,-0.01459817,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.23
HOMO_A,argumentative_5,1,0.09955737,0.00412493,0.041433,0.11747972,-0.01459817,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.35
HOMO_A,argumentative_5,2,0.09955737,0.00412493,0.041433,0.11747972,-0.01459817,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.83
HOMO_A,argumentative_5,3,0.09955737,0.00412493,0.041433,0.11747972,-0.01459817,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.37
HOMO_A,argumentative_5,4,0.09955737,0.00412493,0.041433,0.11747972,-0.01459817,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.82
HOMO_A,creative_rewrite_0,0,0.09165623,0.0051525,0.056215,0.11226031,-0.01047824,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.5
HOMO_A,creative_rewrite_0,1,0.09165623,0.0051525,0.056215,0.11226031,-0.01047824,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.09
HOMO_A,creative_rewrite_0,2,0.09165623,0.0051525,0.056215,0.11226031,-0.01047824,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.09
HOMO_A,creative_rewrite_0,3,0.09165623,0.0051525,0.056215,0.11226031,-0.01047824,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.11
HOMO_A,creative_rewrite_0,4,0.09165623,0.0051525,0.056215,0.11226031,-0.01047824,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.07
HOMO_A,creative_rewrite_1,0,0.08297465,0.00297817,0.035893,0.1123416,-0.00992649,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.26
HOMO_A,creative_rewrite_1,1,0.08297465,0.00297817,0.035893,0.1123416,-0.00992649,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.12
HOMO_A,creative_rewrite_1,2,0.08297465,0.00297817,0.035893,0.1123416,-0.00992649,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.14
HOMO_A,creative_rewrite_1,3,0.08297465,0.00297817,0.035893,0.1123416,-0.00992649,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.14
HOMO_A,creative_rewrite_1,4,0.08297465,0.00297817,0.035893,0.1123416,-0.00992649,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.18
HOMO_A,creative_rewrite_2,0,0.0915361,0.00414199,0.04525,0.1172072,-0.01061734,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.18
HOMO_A,creative_rewrite_2,1,0.0915361,0.00414199,0.04525,0.1172072,-0.01061734,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.15
HOMO_A,creative_rewrite_2,2,0.0915361,0.00414199,0.04525,0.1172072,-0.01061734,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.13
HOMO_A,creative_rewrite_2,3,0.0915361,0.00414199,0.04525,0.1172072,-0.01061734,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.18
HOMO_A,creative_rewrite_2,4,0.0915361,0.00414199,0.04525,0.1172072,-0.01061734,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.21
HOMO_A,creative_rewrite_3,0,0.09084488,0.00311502,0.034289,0.11970741,-0.01117935,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.21
HOMO_A,creative_rewrite_3,1,0.09084488,0.00311502,0.034289,0.11970741,-0.01117935,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.08
HOMO_A,creative_rewrite_3,2,0.09084488,0.00311502,0.034289,0.11970741,-0.01117935,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.14
HOMO_A,creative_rewrite_3,3,0.09084488,0.00311502,0.034289,0.11970741,-0.01117935,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.36
HOMO_A,creative_rewrite_3,4,0.09084488,0.00311502,0.034289,0.11970741,-0.01117935,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.28
HOMO_A,creative_rewrite_4,0,0.08865873,0.00381945,0.04308,0.11935691,-0.01050078,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.21
HOMO_A,creative_rewrite_4,1,0.08865873,0.00381945,0.04308,0.11935691,-0.01050078,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.61
HOMO_A,creative_rewrite_4,2,0.08865873,0.00381945,0.04308,0.11935691,-0.01050078,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.46
HOMO_A,creative_rewrite_4,3,0.08865873,0.00381945,0.04308,0.11935691,-0.01050078,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.23
HOMO_A,creative_rewrite_4,4,0.08865873,0.00381945,0.04308,0.11935691,-0.01050078,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.14
HOMO_A,creative_rewrite_5,0,0.09112194,0.0040895,0.044879,0.12715573,-0.01169816,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.19
HOMO_A,creative_rewrite_5,1,0.09112194,0.0040895,0.044879,0.12715573,-0.01169816,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.19
HOMO_A,creative_rewrite_5,2,0.09112194,0.0040895,0.044879,0.12715573,-0.01169816,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.18
HOMO_A,creative_rewrite_5,3,0.09112194,0.0040895,0.044879,0.12715573,-0.01169816,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.23
HOMO_A,creative_rewrite_5,4,0.09112194,0.0040895,0.044879,0.12715573,-0.01169816,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.13
HOMO_A,factual_qa_0,0,0.0813731,0.00222743,0.027373,0.12544339,-0.01206821,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.13
HOMO_A,factual_qa_0,1,0.0813731,0.00222743,0.027373,0.12544339,-0.01206821,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.12
HOMO_A,factual_qa_0,2,0.0813731,0.00222743,0.027373,0.12544339,-0.01206821,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.18
HOMO_A,factual_qa_0,3,0.0813731,0.00222743,0.027373,0.12544339,-0.01206821,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.43
HOMO_A,factual_qa_0,4,0.0813731,0.00222743,0.027373,0.12544339,-0.01206821,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.35
HOMO_A,factual_qa_1,0,0.07632615,0.00249461,0.032684,0.12064871,-0.01256789,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.32
HOMO_A,factual_qa_1,1,0.07632615,0.00249461,0.032684,0.12064871,-0.01256789,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.23
HOMO_A,factual_qa_1,2,0.07632615,0.00249461,0.032684,0.12064871,-0.01256789,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.3
HOMO_A,factual_qa_1,3,0.07632615,0.00249461,0.032684,0.12064871,-0.01256789,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.16
HOMO_A,factual_qa_1,4,0.07632615,0.00249461,0.032684,0.12064871,-0.01256789,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.6
HOMO_A,factual_qa_2,0,0.08480223,0.00323753,0.038177,0.11080225,-0.01220962,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.21
HOMO_A,factual_qa_2,1,0.08480223,0.00323753,0.038177,0.11080225,-0.01220962,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.29
HOMO_A,factual_qa_2,2,0.08480223,0.00323753,0.038177,0.11080225,-0.01220962,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.28
HOMO_A,factual_qa_2,3,0.08480223,0.00323753,0.038177,0.11080225,-0.01220962,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.28
HOMO_A,factual_qa_2,4,0.08480223,0.00323753,0.038177,0.11080225,-0.01220962,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.22
HOMO_A,factual_qa_3,0,0.08077939,0.00340471,0.042148,0.12008638,-0.01156512,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.27
HOMO_A,factual_qa_3,1,0.08077939,0.00340471,0.042148,0.12008638,-0.01156512,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.29
HOMO_A,factual_qa_3,2,0.08077939,0.00340471,0.042148,0.12008638,-0.01156512,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.22
HOMO_A,factual_qa_3,3,0.08077939,0.00340471,0.042148,0.12008638,-0.01156512,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.22
HOMO_A,factual_qa_3,4,0.08077939,0.00340471,0.042148,0.12008638,-0.01156512,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.24
HOMO_A,factual_qa_4,0,0.07380634,0.00200394,0.027151,0.11910885,-0.01216691,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.22
HOMO_A,factual_qa_4,1,0.07380634,0.00200394,0.027151,0.11910885,-0.01216691,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.28
HOMO_A,factual_qa_4,2,0.07380634,0.00200394,0.027151,0.11910885,-0.01216691,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.28
HOMO_A,factual_qa_4,3,0.07380634,0.00200394,0.027151,0.11910885,-0.01216691,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.23
HOMO_A,factual_qa_4,4,0.07380634,0.00200394,0.027151,0.11910885,-0.01216691,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.23
HOMO_A,factual_qa_5,0,0.07969657,0.00236732,0.029704,0.13477857,-0.01327813,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.47
HOMO_A,factual_qa_5,1,0.07969657,0.00236732,0.029704,0.13477857,-0.01327813,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.49
HOMO_A,factual_qa_5,2,0.07969657,0.00236732,0.029704,0.13477857,-0.01327813,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.43
HOMO_A,factual_qa_5,3,0.07969657,0.00236732,0.029704,0.13477857,-0.01327813,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.34
HOMO_A,factual_qa_5,4,0.07969657,0.00236732,0.029704,0.13477857,-0.01327813,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.34
HOMO_A,instruction_following_0,0,0.07919837,0.00219607,0.027729,0.12107543,-0.01037878,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.26
HOMO_A,instruction_following_0,1,0.07919837,0.00219607,0.027729,0.12107543,-0.01037878,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.23
HOMO_A,instruction_following_0,2,0.07919837,0.00219607,0.027729,0.12107543,-0.01037878,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.28
HOMO_A,instruction_following_0,3,0.07919837,0.00219607,0.027729,0.12107543,-0.01037878,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.21
HOMO_A,instruction_following_0,4,0.07919837,0.00219607,0.027729,0.12107543,-0.01037878,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.23
HOMO_A,instruction_following_1,0,0.08522188,0.00265941,0.031206,0.11322435,-0.01131123,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.22
HOMO_A,instruction_following_1,1,0.08522188,0.00265941,0.031206,0.11322435,-0.01131123,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.22
HOMO_A,instruction_following_1,2,0.08522188,0.00265941,0.031206,0.11322435,-0.01131123,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.19
HOMO_A,instruction_following_1,3,0.08522188,0.00265941,0.031206,0.11322435,-0.01131123,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.54
HOMO_A,instruction_following_1,4,0.08522188,0.00265941,0.031206,0.11322435,-0.01131123,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.85
HOMO_A,instruction_following_2,0,0.08795297,0.0030755,0.034968,0.11708149,-0.01193143,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,6.73
HOMO_A,instruction_following_2,1,0.08795297,0.0030755,0.034968,0.11708149,-0.01193143,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,6.63
HOMO_A,instruction_following_2,2,0.08795297,0.0030755,0.034968,0.11708149,-0.01193143,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.84
HOMO_A,instruction_following_2,3,0.08795297,0.0030755,0.034968,0.11708149,-0.01193143,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,6.09
HOMO_A,instruction_following_2,4,0.08795297,0.0030755,0.034968,0.11708149,-0.01193143,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.85
HOMO_A,instruction_following_3,0,0.08635101,0.00310487,0.035956,0.11515477,-0.01156003,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.99
HOMO_A,instruction_following_3,1,0.08635101,0.00310487,0.035956,0.11515477,-0.01156003,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,6.17
HOMO_A,instruction_following_3,2,0.08635101,0.00310487,0.035956,0.11515477,-0.01156003,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.53
HOMO_A,instruction_following_3,3,0.08635101,0.00310487,0.035956,0.11515477,-0.01156003,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.46
HOMO_A,instruction_following_3,4,0.08635101,0.00310487,0.035956,0.11515477,-0.01156003,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,6.03
HOMO_A,instruction_following_4,0,0.08652298,0.00156649,0.018105,0.12993274,-0.01211038,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.43
HOMO_A,instruction_following_4,1,0.08652298,0.00156649,0.018105,0.12993274,-0.01211038,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.37
HOMO_A,instruction_following_4,2,0.08652298,0.00156649,0.018105,0.12993274,-0.01211038,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.28
HOMO_A,instruction_following_4,3,0.08652298,0.00156649,0.018105,0.12993274,-0.01211038,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.22
HOMO_A,instruction_following_4,4,0.08652298,0.00156649,0.018105,0.12993274,-0.01211038,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.23
HOMO_A,instruction_following_5,0,0.09588192,0.00245235,0.025577,0.10211806,-0.01065787,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.28
HOMO_A,instruction_following_5,1,0.09588192,0.00245235,0.025577,0.10211806,-0.01065787,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.28
HOMO_A,instruction_following_5,2,0.09588192,0.00245235,0.025577,0.10211806,-0.01065787,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.13
HOMO_A,instruction_following_5,3,0.09588192,0.00245235,0.025577,0.10211806,-0.01065787,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.16
HOMO_A,instruction_following_5,4,0.09588192,0.00245235,0.025577,0.10211806,-0.01065787,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.18
HOMO_A,paraphrase_0,0,0.09811318,0.0042766,0.043588,0.11704717,-0.01164849,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.22
HOMO_A,paraphrase_0,1,0.09811318,0.0042766,0.043588,0.11704717,-0.01164849,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.21
HOMO_A,paraphrase_0,2,0.09811318,0.0042766,0.043588,0.11704717,-0.01164849,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.15
HOMO_A,paraphrase_0,3,0.09811318,0.0042766,0.043588,0.11704717,-0.01164849,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.24
HOMO_A,paraphrase_0,4,0.09811318,0.0042766,0.043588,0.11704717,-0.01164849,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.21
HOMO_A,paraphrase_1,0,0.1037042,0.0037742,0.036394,0.12652331,-0.01325967,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.17
HOMO_A,paraphrase_1,1,0.1037042,0.0037742,0.036394,0.12652331,-0.01325967,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.31
HOMO_A,paraphrase_1,2,0.1037042,0.0037742,0.036394,0.12652331,-0.01325967,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.2
HOMO_A,paraphrase_1,3,0.1037042,0.0037742,0.036394,0.12652331,-0.01325967,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.16
HOMO_A,paraphrase_1,4,0.1037042,0.0037742,0.036394,0.12652331,-0.01325967,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.23
HOMO_A,paraphrase_2,0,0.10314943,0.00487075,0.04722,0.13407243,-0.01443016,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.11
HOMO_A,paraphrase_2,1,0.10314943,0.00487075,0.04722,0.13407243,-0.01443016,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.17
HOMO_A,paraphrase_2,2,0.10314943,0.00487075,0.04722,0.13407243,-0.01443016,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.03
HOMO_A,paraphrase_2,3,0.10314943,0.00487075,0.04722,0.13407243,-0.01443016,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.47
HOMO_A,paraphrase_2,4,0.10314943,0.00487075,0.04722,0.13407243,-0.01443016,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.1
HOMO_A,paraphrase_3,0,0.10354068,0.00438007,0.042303,0.13485286,-0.01418232,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.67
HOMO_A,paraphrase_3,1,0.10354068,0.00438007,0.042303,0.13485286,-0.01418232,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.21
HOMO_A,paraphrase_3,2,0.10354068,0.00438007,0.042303,0.13485286,-0.01418232,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.17
HOMO_A,paraphrase_3,3,0.10354068,0.00438007,0.042303,0.13485286,-0.01418232,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.14
HOMO_A,paraphrase_3,4,0.10354068,0.00438007,0.042303,0.13485286,-0.01418232,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.14
HOMO_A,paraphrase_4,0,0.09780584,0.00409188,0.041837,0.12749014,-0.01241638,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.12
HOMO_A,paraphrase_4,1,0.09780584,0.00409188,0.041837,0.12749014,-0.01241638,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.08
HOMO_A,paraphrase_4,2,0.09780584,0.00409188,0.041837,0.12749014,-0.01241638,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,4.99
HOMO_A,paraphrase_4,3,0.09780584,0.00409188,0.041837,0.12749014,-0.01241638,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.26
HOMO_A,paraphrase_4,4,0.09780584,0.00409188,0.041837,0.12749014,-0.01241638,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.29
HOMO_A,paraphrase_5,0,0.0956998,0.0028524,0.029806,0.12875369,-0.01247663,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.24
HOMO_A,paraphrase_5,1,0.0956998,0.0028524,0.029806,0.12875369,-0.01247663,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.26
HOMO_A,paraphrase_5,2,0.0956998,0.0028524,0.029806,0.12875369,-0.01247663,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.2
HOMO_A,paraphrase_5,3,0.0956998,0.0028524,0.029806,0.12875369,-0.01247663,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.19
HOMO_A,paraphrase_5,4,0.0956998,0.0028524,0.029806,0.12875369,-0.01247663,10,10,0,4,meta-llama/Llama-3.1-8B-Instruct,5.1
